event_id;split
8643;train
8644;train
8645;train
8646;train
8647;train
8648;train
8649;train
8650;train
8651;train
8652;train
8653;validation
8654;validation
8655;train
8656;train
8657;test
8658;train
8659;train
8660;train
8661;train
8662;train
8663;train
8664;test
8665;train
8666;train
8667;train
8668;train
8669;train
8670;test
8671;train
8672;validation
8673;train
8674;train
8675;train
8676;train
8677;test
8678;validation
8679;train
8680;train
8681;train
8682;train
8683;test
8684;train
8685;test
8686;validation
8687;validation
8688;train
8689;train
8690;train
8691;train
8692;train
8693;train
8694;train
8695;train
8696;train
8697;train
8698;validation
8699;train
8700;test
8701;validation
8702;train
8703;test
8704;test
8705;test
8706;train
8707;train
8708;train
8709;train
8710;validation
8711;train
8712;train
8713;validation
8714;validation
8715;validation
8716;validation
8717;train
8718;train
8719;test
8720;test
8721;validation
8722;test
8723;train
8724;validation
8725;train
8726;train
8727;train
8728;train
8729;train
8730;validation
8731;test
8732;test
8733;train
8734;test
8735;train
8736;train
8737;train
8738;train
8739;train
8740;train
8741;train
8742;train
8743;train
8744;test
8745;train
8746;train
8747;validation
8748;train
8749;train
8750;train
8751;train
8752;train
8753;test
8754;train
8755;train
8756;train
8757;train
8758;validation
8759;train
8760;train
8761;train
8762;train
8763;train
8764;train
8765;validation
8766;train
8767;train
8768;train
8769;train
8770;train
8771;train
8772;train
8773;train
8774;test
8775;train
8776;train
8777;test
8778;train
8779;test
8780;train
8781;train
8782;train
8783;train
8784;test
8785;train
8786;train
8787;validation
8788;test
8789;train
8790;train
8791;train
8792;train
8793;train
8794;train
8795;train
8796;train
8797;train
8798;test
8799;train
8800;test
8801;validation
8802;train
8803;train
8804;train
8805;test
8806;validation
8807;train
8808;validation
8809;train
8810;train
8811;train
8812;train
8813;test
8814;train
8815;train
8816;test
8817;train
8818;validation
8819;validation
8820;train
8821;validation
8822;validation
8823;validation
8824;test
8825;test
8826;train
8827;train
8828;train
8829;test
8830;train
8831;train
8832;train
8833;test
8834;train
8835;train
8836;train
8837;test
8838;train
8839;test
8840;train
8841;train
8842;train
8843;train
8844;train
8845;train
8846;validation
8847;train
8848;validation
8849;train
8850;train
8851;train
8852;train
8853;test
8854;train
8855;train
8856;test
8857;validation
8858;train
8859;test
8860;train
8861;test
8862;test
8863;train
8864;train
8865;train
8866;train
8867;train
8868;validation
8869;train
8870;validation
8871;train
8872;train
8873;train
8874;train
8875;train
8876;train
8877;train
8878;test
8879;train
8880;train
8881;train
8882;train
8883;train
8884;train
8885;test
8886;train
8887;test
8888;train
8889;test
8890;train
8891;train
8892;train
8893;test
8894;train
8895;train
8896;train
8897;test
8898;validation
8899;train
8900;train
8901;train
8902;test
8903;train
8904;train
8905;train
8906;test
8907;validation
8908;train
8909;train
8910;train
8911;train
8912;train
8913;test
8914;test
8915;train
8916;train
8917;train
8918;train
8919;train
8920;validation
8921;train
8922;train
8923;validation
8924;train
8925;train
8926;train
8927;train
8928;train
8929;validation
8930;train
8931;test
8932;test
8933;train
8934;train
8935;train
8936;validation
8937;train
8938;train
8939;train
8940;train
8941;train
8942;validation
8943;train
8944;train
8945;train
8946;train
8947;train
8948;test
8949;train
8950;train
8951;train
8952;train
8953;train
8954;train
8955;train
8956;train
8957;train
8958;validation
8959;train
8960;train
8961;train
8962;train
8963;validation
8964;train
8965;train
8966;test
8967;train
8968;validation
8969;train
8970;train
8971;train
8972;train
8973;train
8974;validation
8975;train
8976;train
8977;validation
8978;test
8979;test
8980;validation
8981;validation
8982;train
8983;train
8984;train
8985;train
8986;train
8987;train
8988;train
8989;train
8990;train
8991;test
8992;train
8993;validation
8994;train
8995;validation
8996;train
8997;train
8998;train
8999;train
9000;validation
9001;train
9002;train
9003;test
9004;validation
9005;test
9006;train
9007;train
9008;train
9009;train
9010;validation
9011;validation
9012;train
9013;train
9014;train
9015;test
9016;test
9017;validation
9018;validation
9019;validation
9020;train
9021;train
9022;train
9023;train
9024;train
9025;train
9026;train
9027;train
9028;train
9029;train
9030;train
9031;train
9032;train
9033;test
9034;validation
9035;train
9036;train
9037;test
9038;test
9039;train
9040;validation
9041;train
9042;train
9043;train
9044;train
9045;test
9046;train
9047;test
9048;train
9049;validation
9050;test
9051;train
9052;train
9053;train
9054;validation
9055;train
9056;train
9057;train
9058;train
9059;train
9060;train
9061;train
9062;train
9063;train
9064;train
9065;train
9066;train
9067;test
9068;train
9069;train
9070;validation
9071;train
9072;test
9073;train
9074;train
9075;train
9076;train
9077;train
9078;train
9079;train
9080;validation
9081;train
9082;validation
9083;validation
9084;train
9085;train
9086;train
9087;test
9088;validation
9089;test
9090;train
9091;test
9092;validation
9093;validation
9094;train
9095;test
9096;train
9097;train
9098;train
9099;train
9100;train
9101;train
9102;validation
9103;test
9104;train
9105;test
9106;train
9107;validation
9108;train
9109;test
9110;test
9111;train
9112;validation
9113;test
9114;train
9115;train
9116;train
9117;train
9118;test
9119;train
9120;train
9121;test
9122;train
9123;train
9124;train
9125;train
9126;train
9127;train
9128;train
9129;train
9130;train
9131;train
9132;train
9133;train
9134;train
9135;train
9136;train
9137;train
9138;test
9139;train
9140;train
9141;train
9142;train
9143;train
9144;train
9145;validation
9146;train
9147;train
9148;test
9149;validation
9150;train
9151;train
9152;train
9153;train
9154;train
9155;validation
9156;train
9157;validation
9158;validation
9159;train
9160;train
9161;train
9162;test
9163;train
9164;train
9165;train
9166;train
9167;test
9168;train
9169;train
9170;train
9171;train
9172;test
9173;train
9174;train
9175;validation
9176;train
9177;train
9178;train
9179;test
9180;train
9181;train
9182;train
9183;train
9184;test
9185;train
9186;train
9187;train
9188;train
9189;train
9190;train
9191;train
9192;train
9193;train
9194;train
9195;train
9196;test
9197;validation
9198;validation
9199;train
9200;train
9201;train
9202;train
9203;train
9204;train
9205;train
9206;train
9207;test
9208;train
9209;train
9210;train
9211;test
9212;test
9213;train
9214;train
9215;train
9216;train
9217;train
9218;validation
9219;train
9220;train
9221;train
9222;train
9223;train
9224;train
9225;train
9226;train
9227;train
9228;validation
9229;train
9230;test
9231;validation
9232;train
9233;test
9234;validation
9235;train
9236;train
9237;train
9238;train
9239;train
9240;validation
9241;train
9242;train
9243;train
9244;train
9245;train
9246;train
9247;train
9248;test
9249;train
9250;test
9251;train
9252;train
9253;train
9254;test
9255;validation
9256;train
9257;train
9258;validation
9259;train
9260;train
9261;train
9262;train
9263;train
9264;train
9265;train
9266;train
9267;train
9268;validation
9269;train
9270;train
9271;train
9272;test
9273;train
9274;train
9275;train
9276;train
9277;train
9278;train
9279;train
9280;train
9281;train
9282;train
9283;train
9284;train
9285;validation
9286;train
9287;train
9288;train
9289;train
9290;train
9291;train
9292;test
9293;test
9294;test
9295;train
9296;train
9297;train
9298;train
9299;test
9300;validation
9301;train
9302;train
9303;train
9304;train
9305;validation
9306;validation
9307;test
9308;validation
9309;train
9310;train
9311;train
9312;train
9313;train
9314;train
9315;train
9316;train
9317;validation
9318;train
9319;test
9320;train
9321;train
9322;train
9323;train
9324;train
9325;train
9326;train
9327;validation
9328;test
9329;test
9330;train
9331;validation
9332;train
9333;train
9334;train
9335;train
9336;train
9337;train
9338;train
9339;validation
9340;train
9341;validation
9342;test
9343;train
9344;train
9345;test
9346;validation
9347;validation
9348;train
9349;train
9350;train
9351;train
9352;train
9353;train
9354;train
9355;train
9356;test
9357;train
9358;train
9359;train
9360;train
9361;train
9362;train
9363;train
9364;test
9365;train
9366;train
9367;train
9368;train
9369;train
9370;train
9371;train
9372;train
9373;validation
9374;test
9375;train
9376;validation
9377;train
9378;validation
9379;train
9380;train
9381;train
9382;train
9383;train
9384;train
9385;test
9386;train
9387;test
9388;validation
9389;validation
9390;validation
9391;train
9392;train
9393;test
9394;test
9395;train
9396;train
9397;train
9398;train
9399;validation
9400;train
9401;train
9402;train
9403;train
9404;train
9405;train
9406;test
9407;validation
9408;train
9409;train
9410;train
9411;train
9412;test
9413;train
9414;train
9415;validation
9416;train
9417;train
9418;validation
9419;test
9420;train
9421;validation
9422;test
9423;train
9424;train
9425;train
9426;train
9427;train
9428;train
9429;test
9430;train
9431;test
9432;validation
9433;validation
9434;validation
9435;train
9436;train
9437;train
9438;validation
9439;validation
9440;train
9441;train
9442;validation
9443;train
9444;train
9445;test
9446;train
9447;test
9448;train
9449;train
9450;validation
9451;train
9452;test
9453;train
9454;test
9455;test
9456;train
9457;train
9458;test
9459;train
9460;train
9461;validation
9462;train
9463;train
9464;train
9465;train
9466;train
9467;train
9468;test
9469;validation
9470;train
9471;validation
9472;train
9473;test
9474;train
9475;train
9476;train
9477;test
9478;train
9479;validation
9480;train
9481;test
9482;train
9483;test
9484;test
9485;train
9486;test
9487;validation
9488;validation
9489;train
9490;train
9491;train
9492;train
9493;test
9494;train
9495;test
9496;train
9497;test
9498;train
9499;validation
9500;test
9501;train
9502;train
9503;test
9504;train
9505;train
9506;validation
9507;train
9508;train
9509;validation
9510;train
9511;train
9512;train
9513;validation
9514;train
9515;train
9516;train
9517;test
9518;validation
9519;train
9520;train
9521;validation
9522;train
9523;train
9524;validation
9525;train
9526;train
9527;train
9528;train
9529;validation
9530;test
9531;train
9532;train
9533;test
9534;validation
9535;validation
9536;train
9537;train
9538;train
9539;test
9540;train
9541;validation
9542;validation
9543;train
9544;validation
9545;train
9546;train
9547;train
9548;validation
9549;train
9550;train
9551;train
9552;train
9553;train
9554;train
9555;train
9556;test
9557;train
9558;train
9559;test
9560;train
9561;train
9562;test
9563;train
9564;train
9565;train
9566;train
9567;train
9568;train
9569;train
9570;train
9571;validation
9572;test
9573;validation
9574;test
9575;validation
9576;train
9577;validation
9578;train
9579;train
9580;train
9581;validation
9582;train
9583;train
9584;test
9585;validation
9586;train
9587;train
9588;test
9589;train
9590;train
9591;train
9592;validation
9593;train
9594;test
9595;train
9596;train
9597;test
9598;validation
9599;train
9600;validation
9601;train
9602;train
9603;train
9604;train
9605;train
9606;train
9607;validation
9608;train
9609;train
9610;train
9611;train
9612;train
9613;train
9614;validation
9615;train
9616;train
9617;train
9618;train
9619;train
9620;train
9621;validation
9622;train
9623;test
9624;validation
9625;train
9626;train
9627;train
9628;test
9629;train
9630;train
9631;train
9632;train
9633;validation
9634;train
9635;validation
9636;train
9637;train
9638;train
9639;validation
9640;train
9641;test
9642;train
9643;train
9644;train
9645;test
9646;train
9647;train
9648;test
9649;train
9650;train
9651;train
9652;train
9653;train
9654;train
9655;validation
9656;validation
9657;train
9658;train
9659;train
9660;test
9661;validation
9662;validation
9663;validation
9664;train
9665;validation
9666;train
9667;validation
9668;train
9669;train
9670;train
9671;train
9672;train
9673;validation
9674;train
9675;train
9676;train
9677;train
9678;validation
9679;train
9680;train
9681;train
9682;train
9683;train
9684;validation
9685;train
9686;train
9687;train
9688;validation
9689;train
9690;test
9691;validation
9692;train
9693;validation
9694;train
9695;train
9696;train
9697;train
9698;test
9699;train
9700;train
9701;train
9702;train
9703;train
9704;test
9705;test
9706;train
9707;train
9708;train
9709;train
9710;train
9711;train
9712;train
9713;train
9714;train
9715;train
9716;train
9717;train
9718;train
9719;train
9720;train
9721;train
9722;train
9723;train
9724;train
9725;train
9726;train
9727;train
9728;train
9729;train
9730;train
9731;train
9732;train
9733;train
9734;test
9735;train
9736;train
9737;train
9738;train
9739;test
9740;train
9741;train
9742;train
9743;test
9744;train
9745;train
9746;train
9747;test
9748;validation
9749;train
9750;train
9751;test
9752;test
9753;train
9754;train
9755;train
9756;train
9757;train
9758;test
9759;train
9760;train
9761;train
9762;train
9763;train
9764;train
9765;train
9766;train
9767;train
9768;train
9769;validation
9770;train
9771;train
9772;train
9773;train
9774;train
9775;train
9776;train
9777;validation
9778;test
9779;validation
9780;train
9781;train
9782;train
9783;validation
9784;validation
9785;test
9786;train
9787;train
9788;test
9789;train
9790;train
9791;train
9792;train
9793;train
9794;train
9795;train
9796;test
9797;train
9798;train
9799;test
9800;test
9801;test
9802;train
9803;train
9804;validation
9805;train
9806;validation
9807;train
9808;train
9809;test
9810;train
9811;test
9812;train
9813;validation
9814;validation
9815;train
9816;test
9817;validation
9818;train
9819;test
9820;test
9821;train
9822;validation
9823;validation
9824;train
9825;validation
9826;train
9827;train
9828;train
9829;test
9830;train
9831;test
9832;test
9833;train
9834;train
9835;train
9836;validation
9837;train
9838;train
9839;test
9840;train
9841;validation
9842;train
9843;train
9844;test
9845;train
9846;validation
9847;train
9848;train
9849;test
9850;train
9851;train
9852;test
9853;test
9854;train
9855;train
9856;train
9857;test
9858;train
9859;train
9860;train
9861;train
9862;validation
9863;train
9864;train
9865;train
9866;train
9867;train
9868;train
9869;validation
9870;train
9871;train
9872;train
9873;train
9874;train
9875;test
9876;train
9877;test
9878;test
9879;train
9880;train
9881;test
9882;validation
9883;train
9884;train
9885;train
9886;validation
9887;train
9888;train
9889;train
9890;train
9891;validation
9892;train
9893;train
9894;train
9895;train
9896;train
9897;train
9898;train
9899;validation
9900;train
9901;train
9902;test
9903;train
9904;train
9905;train
9906;train
9907;train
9908;test
9909;train
9910;train
9911;train
9912;train
9913;train
9914;train
9915;train
9916;test
9917;validation
9918;test
9919;train
9920;train
9921;train
9922;test
9923;train
9924;test
9925;validation
9926;train
9927;train
9928;train
9929;train
9930;train
9931;test
9932;test
9933;train
9934;validation
9935;train
9936;train
9937;train
9938;validation
9939;validation
9940;train
9941;train
9942;train
9943;train
9944;train
9945;train
9946;test
9947;test
9948;train
9949;train
9950;validation
9951;train
9952;train
9953;train
9954;train
9955;train
9956;train
9957;train
9958;train
9959;train
9960;train
9961;train
9962;validation
9963;validation
9964;train
9965;train
9966;test
9967;train
9968;train
9969;train
9970;train
9971;train
9972;test
9973;validation
9974;train
9975;train
9976;train
9977;train
9978;test
9979;train
9980;train
9981;train
9982;train
9983;train
9984;train
9985;validation
9986;train
9987;train
9988;train
9989;test
9990;train
9991;train
9992;train
9993;train
9994;train
9995;train
9996;validation
9997;validation
9998;validation
9999;train
10000;train
10001;train
10002;train
10003;train
10004;train
10005;train
10006;test
10007;train
10008;train
10009;validation
10010;train
10011;train
10012;train
10013;validation
10014;train
10015;train
10016;train
10017;train
10018;train
10019;train
10020;train
10021;train
10022;validation
10023;train
10024;train
10025;validation
10026;train
10027;train
10028;test
10029;train
10030;validation
10031;train
10032;train
10033;test
10034;train
10035;validation
10036;validation
10037;train
10038;train
10039;test
10040;train
10041;train
10042;train
10043;test
10044;train
10045;train
10046;train
10047;train
10048;train
10049;train
10050;train
10051;test
10052;validation
10053;test
10054;test
10055;train
10056;validation
10057;test
10058;train
10059;validation
10060;train
10061;train
10062;train
10063;train
10064;train
10065;validation
10066;test
10067;train
10068;train
10069;test
10070;train
10071;train
10072;train
10073;train
10074;validation
10075;train
10076;train
10077;validation
10078;train
10079;train
10080;train
10081;test
10082;train
10083;validation
10084;train
10085;train
10086;validation
10087;train
10088;train
10089;train
10090;train
10091;train
10092;test
10093;train
10094;train
10095;train
10096;train
10097;train
10098;train
10099;train
10100;train
10101;train
10102;train
10103;test
10104;validation
10105;validation
10106;train
10107;train
10108;validation
10109;test
10110;train
10111;train
10112;validation
10113;train
10114;train
10115;test
10116;test
10117;test
10118;train
10119;train
10120;train
10121;train
10122;validation
10123;validation
10124;train
10125;train
10126;train
10127;train
10128;train
10129;test
10130;train
10131;train
10132;train
10133;train
10134;train
10135;train
10136;validation
10137;validation
10138;train
10139;train
10140;train
10141;test
10142;train
10143;train
10144;train
10145;test
10146;test
10147;train
10148;train
10149;train
10150;train
10151;train
10152;train
10153;validation
10154;train
10155;train
10156;train
10157;train
10158;test
10159;validation
10160;train
10161;train
10162;test
10163;train
10164;train
10165;train
10166;train
10167;test
10168;train
10169;test
10170;validation
10171;test
10172;validation
10173;train
10174;train
10175;test
10176;train
10177;test
10178;train
10179;train
10180;test
10181;test
10182;train
10183;train
10184;test
10185;test
10186;train
10187;train
10188;test
10189;train
10190;train
10191;test
10192;train
10193;train
10194;test
10195;validation
10196;test
10197;train
10198;test
10199;train
10200;test
10201;train
10202;train
10203;train
10204;validation
10205;train
10206;validation
10207;train
10208;validation
10209;train
10210;train
10211;train
10212;train
10213;test
10214;test
10215;validation
10216;train
10217;train
10218;train
10219;train
10220;train
10221;validation
10222;train
10223;train
10224;train
10225;train
10226;validation
10227;test
10228;train
10229;train
10230;train
10231;validation
10232;train
10233;train
10234;test
10235;train
10236;train
10237;train
10238;train
10239;test
10240;train
10241;train
10242;train
10243;train
10244;validation
10245;train
10246;validation
10247;train
10248;train
10249;train
10250;train
10251;train
10252;train
10253;train
10254;validation
10255;validation
10256;train
10257;train
10258;validation
10259;train
10260;test
10261;train
10262;train
10263;train
10264;train
10265;train
10266;validation
10267;test
10268;test
10269;train
10270;train
10271;train
10272;train
10273;test
10274;train
10275;train
10276;train
10277;train
10278;train
10279;test
10280;train
10281;train
10282;validation
10283;train
10284;train
10285;test
10286;train
10287;train
10288;train
10289;validation
10290;train
10291;train
10292;test
10293;validation
10294;train
10295;test
10296;train
10297;train
10298;train
10299;train
10300;train
10301;test
10302;train
10303;test
10304;test
10305;test
10306;train
10307;train
10308;train
10309;train
10310;test
10311;validation
10312;train
10313;train
10314;train
10315;train
10316;train
10317;train
10318;test
10319;test
10320;train
10321;validation
10322;test
10323;test
10324;train
10325;train
10326;test
10327;train
10328;test
10329;train
10330;train
10331;train
10332;train
10333;train
10334;validation
10335;test
10336;train
10337;train
10338;train
10339;test
10340;train
10341;train
10342;train
10343;train
10344;train
10345;train
10346;train
10347;train
10348;validation
10349;train
10350;train
10351;test
10352;train
10353;train
10354;train
10355;train
10356;test
10357;train
10358;test
10359;validation
10360;train
10361;train
10362;validation
10363;train
10364;train
10365;train
10366;train
10367;train
10368;train
10369;train
10370;test
10371;train
10372;train
10373;train
10374;train
10375;train
10376;train
10377;train
10378;train
10379;train
10380;validation
10381;train
10382;train
10383;train
10384;test
10385;train
10386;train
10387;train
10388;train
10389;train
10390;train
10391;train
10392;train
10393;train
10394;train
10395;train
10396;train
10397;train
10398;train
10399;train
10400;train
10401;train
10402;validation
10403;train
10404;validation
10405;train
10406;train
10407;test
10408;train
10409;train
10410;train
10411;train
10412;test
10413;train
10414;train
10415;validation
10416;train
10417;train
10418;train
10419;train
10420;train
10421;train
10422;test
10423;test
10424;test
10425;validation
10426;test
10427;train
10428;train
10429;train
10430;train
10431;test
10432;train
10433;train
10434;train
10435;train
10436;train
10437;test
10438;train
10439;train
10440;validation
10441;train
10442;train
10443;train
10444;validation
10445;train
10446;test
10447;train
10448;train
10449;train
10450;train
10451;validation
10452;train
10453;validation
10454;train
10455;test
10456;train
10457;validation
10458;train
10459;test
10460;train
10461;train
10462;test
10463;train
10464;train
10465;validation
10466;train
10467;train
10468;validation
10469;train
10470;validation
10471;train
10472;train
10473;train
10474;train
10475;validation
10476;train
10477;train
10478;train
10479;train
10480;train
10481;train
10482;train
10483;train
10484;train
10485;train
10486;train
10487;train
10488;train
10489;train
10490;validation
10491;train
10492;train
10493;train
10494;train
10495;validation
10496;train
10497;train
10498;test
10499;train
10500;validation
10501;test
10502;test
10503;train
10504;train
10505;train
10506;validation
10507;train
10508;train
10509;validation
10510;validation
10511;train
10512;train
10513;train
10514;train
10515;train
10516;train
10517;train
10518;train
10519;validation
10520;validation
10521;train
10522;train
10523;validation
10524;validation
10525;train
10526;validation
10527;train
10528;train
10529;train
10530;test
10531;train
10532;train
10533;test
10534;train
10535;train
10536;validation
10537;validation
10538;test
10539;train
10540;validation
10541;train
10542;train
10543;train
10544;train
10545;train
10546;train
10547;test
10548;train
10549;train
10550;train
10551;train
10552;train
10553;train
10554;train
10555;test
10556;test
10557;train
10558;train
10559;train
10560;test
10561;train
10562;train
10563;train
10564;train
10565;train
10566;train
10567;validation
10568;train
10569;test
10570;train
10571;validation
10572;train
10573;validation
10574;validation
10575;train
10576;train
10577;train
10578;test
10579;train
10580;train
10581;train
10582;test
10583;train
10584;train
10585;validation
10586;train
10587;train
10588;train
10589;train
10590;test
10591;train
10592;validation
10593;test
10594;validation
10595;train
10596;train
10597;test
10598;test
10599;train
10600;train
10601;train
10602;train
10603;train
10604;train
10605;test
10606;train
10607;train
10608;train
10609;train
10610;train
10611;validation
10612;train
10613;train
10614;train
10615;test
10616;train
10617;train
10618;validation
10619;train
10620;train
10621;train
10622;train
10623;train
10624;test
10625;train
10626;train
10627;test
10628;train
10629;train
10630;test
10631;test
10632;train
10633;validation
10634;train
10635;train
10636;train
10637;train
10638;train
10639;validation
10640;train
10641;train
10642;train
10643;train
10644;validation
10645;test
10646;train
10647;train
10648;train
10649;train
10650;train
10651;train
10652;test
10653;validation
10654;test
10655;train
10656;validation
10657;train
10658;train
10659;test
10660;train
10661;train
10662;test
10663;train
10664;train
10665;train
10666;train
10667;test
10668;validation
10669;train
10670;test
10671;train
10672;validation
10673;train
10674;validation
10675;train
10676;train
10677;train
10678;test
10679;train
10680;train
10681;train
10682;train
10683;train
10684;train
10685;train
10686;train
10687;train
10688;train
10689;train
10690;train
10691;train
10692;validation
10693;train
10694;train
10695;train
10696;train
10697;train
10698;validation
10699;train
10700;train
10701;test
10702;train
10703;train
10704;validation
10705;train
10706;train
10707;train
10708;train
10709;train
10710;train
10711;train
10712;test
10713;validation
10714;train
10715;train
10716;test
10717;train
10718;validation
10719;train
10720;train
10721;train
10722;train
10723;test
10724;train
10725;train
10726;validation
10727;train
10728;train
10729;test
10730;train
10731;train
10732;validation
10733;train
10734;train
10735;validation
10736;train
10737;train
10738;train
10739;train
10740;train
10741;train
10742;validation
10743;train
10744;train
10745;test
10746;train
10747;train
10748;test
10749;train
10750;validation
10751;train
10752;train
10753;train
10754;test
10755;train
10756;train
10757;train
10758;validation
10759;validation
10760;train
10761;train
10762;test
10763;validation
10764;test
10765;train
10766;train
10767;train
10768;validation
10769;validation
10770;train
10771;test
10772;train
10773;train
10774;train
10775;train
10776;train
10777;test
10778;train
10779;train
10780;test
10781;train
10782;train
10783;validation
10784;test
10785;test
10786;train
10787;train
10788;test
10789;train
10790;train
10791;train
10792;train
10793;train
10794;test
10795;train
10796;train
10797;train
10798;train
10799;train
10800;train
10801;test
10802;train
10803;test
10804;train
10805;validation
10806;train
10807;train
10808;train
10809;test
10810;test
10811;train
10812;train
10813;train
10814;train
10815;test
10816;train
10817;validation
10818;validation
10819;test
10820;validation
10821;train
10822;train
10823;train
10824;train
10825;test
10826;validation
10827;train
10828;train
10829;train
10830;train
10831;train
10832;validation
10833;train
10834;train
10835;train
10836;train
10837;train
10838;train
10839;train
10840;test
10841;test
10842;test
10843;validation
10844;train
10845;train
10846;train
10847;validation
10848;train
10849;validation
10850;train
10851;test
10852;train
10853;train
10854;train
10855;test
10856;test
10857;validation
10858;test
10859;train
10860;test
10861;train
10862;test
10863;train
10864;train
10865;train
10866;train
10867;train
10868;train
10869;train
10870;train
10871;train
10872;train
10873;train
10874;test
10875;train
10876;train
10877;train
10878;train
10879;train
10880;train
10881;train
10882;train
10883;train
10884;train
10885;test
10886;train
10887;validation
10888;train
10889;train
10890;train
10891;train
10892;validation
10893;train
10894;train
10895;test
10896;train
10897;validation
10898;train
10899;train
10900;train
10901;validation
10902;validation
10903;train
10904;train
10905;train
10906;train
10907;train
10908;train
10909;train
10910;validation
10911;train
10912;train
10913;validation
10914;test
10915;train
10916;train
10917;validation
10918;train
10919;train
10920;train
10921;train
10922;train
10923;test
10924;train
10925;train
10926;test
10927;validation
10928;train
10929;train
10930;train
10931;train
10932;train
10933;train
10934;test
10935;train
10936;train
10937;train
10938;train
10939;validation
10940;test
10941;train
10942;train
10943;train
10944;test
10945;train
10946;train
10947;train
10948;train
10949;train
10950;test
10951;train
10952;test
10953;train
10954;train
10955;train
10956;test
10957;train
10958;train
10959;validation
10960;train
10961;train
10962;validation
10963;validation
10964;train
10965;validation
10966;train
10967;train
10968;train
10969;train
10970;train
10971;train
10972;train
10973;train
10974;train
10975;train
10976;train
10977;train
10978;train
10979;train
10980;train
10981;train
10982;train
10983;train
10984;train
10985;train
10986;train
10987;train
10988;train
10989;train
10990;train
10991;train
10992;train
10993;test
10994;validation
10995;validation
10996;test
10997;train
10998;train
10999;test
11000;test
11001;train
11002;validation
11003;test
11004;validation
11005;train
11006;validation
11007;train
11008;train
11009;train
11010;train
11011;test
11012;test
11013;train
11014;train
11015;test
11016;train
11017;train
11018;train
11019;train
11020;train
11021;train
11022;train
11023;train
11024;train
11025;train
11026;train
11027;test
11028;train
11029;train
11030;train
11031;test
11032;validation
11033;train
11034;train
11035;test
11036;train
11037;train
11038;train
11039;train
11040;train
11041;validation
11042;train
11043;train
11044;train
11045;train
11046;train
11047;train
11048;train
11049;train
11050;train
11051;train
11052;train
11053;validation
11054;train
11055;train
11056;train
11057;train
11058;test
11059;train
11060;train
11061;test
11062;validation
11063;test
11064;test
11065;train
11066;test
11067;validation
11068;train
11069;train
11070;train
11071;train
11072;train
11073;validation
11074;test
11075;validation
11076;test
11077;train
11078;train
11079;train
11080;test
11081;test
11082;validation
11083;train
11084;train
11085;validation
11086;validation
11087;validation
11088;train
11089;validation
11090;validation
11091;train
11092;train
11093;train
11094;train
11095;train
11096;validation
11097;train
11098;train
11099;train
11100;test
11101;validation
11102;train
11103;train
11104;test
11105;train
11106;train
11107;train
11108;validation
11109;test
11110;train
11111;train
11112;validation
11113;test
11114;train
11115;train
11116;train
11117;train
11118;train
11119;train
11120;validation
11121;validation
11122;validation
11123;train
11124;validation
11125;test
11126;train
11127;train
11128;train
11129;test
11130;train
11131;train
11132;train
11133;test
11134;validation
11135;test
11136;test
11137;train
11138;train
11139;validation
11140;train
11141;test
11142;train
11143;train
11144;test
11145;train
11146;train
11147;test
11148;test
11149;train
11150;train
11151;validation
11152;train
11153;train
11154;train
11155;test
11156;validation
11157;train
11158;train
11159;train
11160;validation
11161;validation
11162;train
11163;validation
11164;train
11165;train
11166;train
11167;train
11168;train
11169;train
11170;validation
11171;train
11172;validation
11173;train
11174;train
11175;test
11176;train
11177;train
11178;train
11179;validation
11180;test
11181;train
11182;train
11183;test
11184;train
11185;test
11186;validation
11187;train
11188;train
11189;train
11190;train
11191;validation
11192;train
11193;train
11194;test
11195;train
11196;train
11197;train
11198;train
11199;validation
11200;train
11201;train
11202;test
11203;train
11204;train
11205;train
11206;train
11207;train
11208;train
11209;train
11210;train
11211;validation
11212;train
11213;train
11214;test
11215;train
11216;train
11217;test
11218;test
11219;validation
11220;train
11221;train
11222;train
11223;test
11224;train
11225;test
11226;train
11227;train
11228;train
11229;train
11230;train
11231;train
11232;train
11233;validation
11234;train
11235;train
11236;test
11237;validation
11238;test
11239;train
11240;train
11241;train
11242;train
11243;train
11244;train
11245;train
11246;train
11247;train
11248;train
11249;test
11250;train
11251;train
11252;train
11253;train
11254;train
11255;train
11256;train
11257;train
11258;train
11259;train
11260;train
11261;validation
11262;train
11263;train
11264;test
11265;test
11266;train
11267;train
11268;validation
11269;train
11270;train
11271;train
11272;train
11273;train
11274;train
11275;train
11276;train
11277;test
11278;train
11279;train
11280;validation
11281;train
11282;test
11283;validation
11284;test
11285;test
11286;train
11287;train
11288;train
11289;train
11290;train
11291;test
11292;train
11293;train
11294;train
11295;train
11296;validation
11297;train
11298;train
11299;train
11300;train
11301;test
11302;train
11303;test
11304;validation
11305;train
11306;train
11307;test
11308;train
11309;train
11310;train
11311;train
11312;train
11313;validation
11314;train
11315;train
11316;train
11317;train
11318;train
11319;train
11320;train
11321;validation
11322;train
11323;test
11324;test
11325;train
11326;train
11327;train
11328;train
11329;validation
11330;validation
11331;train
11332;test
11333;train
11334;test
11335;train
11336;train
11337;train
11338;train
11339;train
11340;train
11341;train
11342;train
11343;train
11344;train
11345;train
11346;train
11347;test
11348;test
11349;test
11350;test
11351;test
11352;train
11353;train
11354;train
11355;test
11356;train
11357;test
11358;train
11359;train
11360;test
11361;validation
11362;train
