event_id;idade;profissao;estado_civil;escolaridade;inadimplencia;financiamento_habitacional;emprestimo_pessoal;split
12390;57;administrativo;divorciado_ou_viuvo;basico_9_anos;nao;sim;sim;validation
12391;34;tecnico;solteiro;ensino_superior;nao;nao;sim;train
12392;53;autonomo;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;test
12393;56;tecnico;casado;ensino_superior;desconhecido;nao;nao;validation
12394;29;desempregado;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;train
12395;52;operario;casado;basico_9_anos;desconhecido;nao;nao;validation
12396;31;servicos;casado;ensino_medio;desconhecido;nao;nao;test
12397;30;operario;solteiro;basico_9_anos;nao;sim;nao;train
12398;45;administrativo;casado;basico_9_anos;nao;sim;sim;train
12399;30;tecnico;solteiro;curso_profissionalizante;nao;sim;sim;train
12400;27;operario;casado;basico_9_anos;desconhecido;sim;sim;train
12401;42;operario;casado;basico_4_anos;nao;sim;nao;validation
12402;35;administrativo;solteiro;ensino_superior;nao;nao;nao;train
12403;43;desempregado;casado;ensino_medio;desconhecido;sim;nao;train
12404;35;servicos;casado;curso_profissionalizante;desconhecido;nao;nao;train
12405;52;operario;casado;basico_9_anos;nao;nao;nao;train
12406;32;operario;casado;basico_6_anos;nao;nao;nao;train
12407;48;administrativo;casado;ensino_superior;nao;sim;sim;train
12408;40;operario;casado;basico_6_anos;nao;nao;nao;validation
12409;43;gestao;casado;desconhecido;nao;nao;sim;validation
12410;34;operario;casado;basico_9_anos;desconhecido;sim;nao;test
12411;42;autonomo;casado;desconhecido;nao;sim;nao;train
12412;52;gestao;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;train
12413;31;operario;casado;basico_6_anos;desconhecido;nao;nao;train
12414;44;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;nao;nao;validation
12415;40;tecnico;casado;ensino_superior;desconhecido;nao;nao;train
12416;42;tecnico;casado;curso_profissionalizante;desconhecido;nao;nao;train
12417;42;servicos;casado;ensino_medio;desconhecido;sim;nao;test
12418;31;administrativo;casado;basico_9_anos;desconhecido;sim;nao;train
12419;57;gestao;divorciado_ou_viuvo;ensino_superior;desconhecido;nao;sim;test
12420;44;operario;casado;basico_9_anos;desconhecido;sim;nao;train
12421;52;servicos;casado;basico_6_anos;nao;nao;sim;train
12422;40;tecnico;casado;basico_9_anos;desconhecido;nao;nao;train
12423;47;autonomo;casado;ensino_superior;nao;sim;nao;test
12424;42;operario;solteiro;basico_4_anos;desconhecido;nao;nao;train
12425;47;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
12426;31;empreendedor;casado;basico_6_anos;nao;sim;sim;train
12427;45;gestao;casado;desconhecido;desconhecido;nao;nao;test
12428;26;administrativo;solteiro;ensino_superior;nao;sim;sim;train
12429;52;operario;casado;basico_9_anos;nao;nao;nao;test
12430;30;administrativo;solteiro;ensino_superior;nao;nao;nao;train
12431;51;gestao;casado;basico_4_anos;nao;nao;nao;test
12432;41;operario;casado;basico_9_anos;desconhecido;nao;nao;train
12433;46;administrativo;casado;basico_9_anos;desconhecido;nao;nao;train
12434;31;gestao;casado;ensino_medio;nao;nao;nao;validation
12435;45;administrativo;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;train
12436;42;administrativo;solteiro;ensino_superior;nao;nao;nao;train
12437;47;servicos;solteiro;basico_9_anos;nao;nao;nao;train
12438;56;operario;solteiro;basico_4_anos;nao;sim;nao;train
12439;37;autonomo;solteiro;basico_4_anos;nao;desconhecido;desconhecido;validation
12440;41;operario;solteiro;basico_4_anos;nao;desconhecido;desconhecido;test
12441;42;operario;divorciado_ou_viuvo;basico_9_anos;nao;nao;nao;validation
12442;23;operario;solteiro;basico_9_anos;nao;nao;nao;train
12443;42;trabalhador_domestico;divorciado_ou_viuvo;basico_4_anos;desconhecido;nao;nao;test
12444;56;administrativo;divorciado_ou_viuvo;basico_6_anos;nao;sim;nao;validation
12445;39;trabalhador_domestico;casado;basico_4_anos;nao;nao;nao;train
12446;31;trabalhador_domestico;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;train
12447;37;operario;casado;basico_9_anos;nao;nao;nao;test
12448;40;tecnico;casado;ensino_medio;nao;sim;nao;train
12449;43;gestao;casado;ensino_superior;desconhecido;nao;nao;train
12450;39;tecnico;casado;basico_9_anos;nao;nao;nao;train
12451;40;autonomo;casado;ensino_medio;desconhecido;sim;nao;train
12452;47;operario;solteiro;basico_9_anos;nao;sim;sim;train
12453;50;operario;casado;basico_4_anos;desconhecido;sim;nao;train
12454;30;servicos;casado;ensino_medio;nao;sim;nao;train
12455;40;desempregado;solteiro;ensino_medio;nao;sim;nao;train
12456;32;servicos;solteiro;ensino_medio;nao;nao;nao;test
12457;25;administrativo;casado;ensino_medio;nao;nao;sim;test
12458;29;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
12459;56;aposentado;casado;basico_4_anos;nao;sim;nao;train
12460;31;servicos;solteiro;ensino_medio;nao;sim;sim;train
12461;42;operario;divorciado_ou_viuvo;basico_9_anos;nao;nao;nao;test
12462;50;operario;divorciado_ou_viuvo;ensino_medio;nao;sim;sim;train
12463;41;operario;casado;basico_4_anos;nao;sim;nao;train
12464;38;operario;casado;basico_9_anos;desconhecido;sim;nao;train
12465;46;empreendedor;casado;ensino_superior;desconhecido;nao;sim;test
12466;32;gestao;solteiro;ensino_superior;nao;nao;nao;train
12467;31;tecnico;casado;ensino_superior;nao;sim;sim;validation
12468;35;operario;casado;basico_9_anos;nao;nao;nao;train
12469;44;servicos;casado;ensino_medio;nao;nao;nao;train
12470;39;servicos;casado;ensino_medio;desconhecido;sim;nao;train
12471;36;administrativo;casado;ensino_superior;nao;nao;nao;train
12472;39;desempregado;casado;ensino_medio;nao;nao;nao;train
12473;56;operario;casado;basico_9_anos;desconhecido;nao;nao;train
12474;28;trabalhador_domestico;solteiro;basico_6_anos;nao;nao;nao;train
12475;40;operario;casado;basico_9_anos;desconhecido;nao;nao;train
12476;23;administrativo;solteiro;ensino_superior;nao;sim;sim;train
12477;49;desempregado;divorciado_ou_viuvo;basico_9_anos;desconhecido;nao;nao;validation
12478;28;operario;casado;basico_9_anos;nao;sim;nao;train
12479;49;administrativo;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;train
12480;39;trabalhador_domestico;casado;basico_4_anos;nao;sim;nao;train
12481;36;operario;casado;basico_6_anos;desconhecido;nao;nao;train
12482;45;servicos;solteiro;basico_9_anos;desconhecido;nao;sim;train
12483;51;operario;casado;basico_4_anos;desconhecido;nao;sim;train
12484;33;servicos;divorciado_ou_viuvo;desconhecido;nao;nao;nao;train
12485;47;servicos;casado;basico_6_anos;nao;sim;nao;test
12486;33;desempregado;divorciado_ou_viuvo;basico_9_anos;nao;desconhecido;desconhecido;test
12487;36;trabalhador_domestico;casado;ensino_superior;nao;sim;nao;test
12488;41;administrativo;solteiro;ensino_medio;nao;nao;nao;train
12489;42;empreendedor;casado;ensino_medio;nao;nao;nao;train
12490;42;empreendedor;casado;ensino_medio;nao;sim;nao;train
12491;28;tecnico;casado;ensino_superior;nao;nao;nao;validation
12492;39;operario;casado;ensino_medio;nao;sim;sim;validation
12493;27;administrativo;solteiro;ensino_superior;nao;nao;nao;train
12494;30;operario;casado;basico_9_anos;nao;sim;nao;test
12495;37;servicos;divorciado_ou_viuvo;ensino_medio;nao;desconhecido;desconhecido;train
12496;40;tecnico;casado;basico_9_anos;desconhecido;nao;nao;train
12497;37;empreendedor;casado;ensino_superior;nao;sim;nao;train
12498;29;servicos;casado;ensino_medio;nao;sim;nao;train
12499;48;operario;divorciado_ou_viuvo;basico_4_anos;desconhecido;sim;sim;train
12500;43;servicos;solteiro;ensino_medio;nao;nao;nao;train
12501;28;administrativo;solteiro;ensino_superior;desconhecido;sim;nao;validation
12502;36;operario;casado;ensino_medio;nao;nao;nao;train
12503;43;administrativo;casado;ensino_medio;nao;sim;nao;train
12504;33;operario;casado;basico_9_anos;nao;nao;nao;validation
12505;43;administrativo;casado;ensino_medio;nao;nao;nao;train
12506;38;administrativo;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;validation
12507;29;servicos;casado;ensino_medio;nao;sim;nao;test
12508;55;operario;casado;basico_4_anos;nao;nao;nao;train
12509;34;operario;casado;basico_9_anos;nao;sim;nao;test
12510;59;tecnico;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;test
12511;49;operario;casado;basico_4_anos;nao;nao;sim;train
12512;43;empreendedor;casado;basico_9_anos;desconhecido;sim;nao;train
12513;52;gestao;casado;ensino_superior;nao;sim;sim;train
12514;47;administrativo;casado;basico_9_anos;nao;sim;nao;train
12515;35;autonomo;casado;ensino_medio;nao;nao;nao;test
12516;39;administrativo;casado;ensino_medio;nao;sim;nao;train
12517;34;servicos;casado;ensino_medio;nao;sim;nao;train
12518;39;tecnico;casado;basico_9_anos;desconhecido;desconhecido;desconhecido;validation
12519;42;autonomo;divorciado_ou_viuvo;ensino_superior;desconhecido;sim;nao;train
12520;48;operario;casado;basico_4_anos;nao;nao;nao;train
12521;36;empreendedor;casado;desconhecido;desconhecido;sim;nao;train
12522;56;aposentado;casado;basico_4_anos;desconhecido;nao;nao;train
12523;51;tecnico;casado;curso_profissionalizante;nao;nao;sim;train
12524;41;tecnico;casado;ensino_medio;nao;desconhecido;desconhecido;train
12525;47;administrativo;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;train
12526;39;operario;casado;basico_9_anos;desconhecido;nao;sim;train
12527;47;administrativo;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;train
12528;60;operario;casado;basico_9_anos;desconhecido;desconhecido;desconhecido;train
12529;52;aposentado;casado;basico_4_anos;nao;nao;nao;train
12530;33;tecnico;solteiro;curso_profissionalizante;nao;sim;sim;train
12531;47;administrativo;divorciado_ou_viuvo;ensino_medio;desconhecido;nao;nao;train
12532;42;administrativo;casado;ensino_superior;nao;sim;nao;train
12533;37;empreendedor;casado;basico_6_anos;nao;sim;nao;train
12534;41;operario;casado;desconhecido;nao;nao;nao;train
12535;54;gestao;casado;ensino_superior;nao;sim;nao;train
12536;31;administrativo;casado;ensino_superior;nao;sim;nao;validation
12537;44;trabalhador_domestico;casado;ensino_medio;desconhecido;sim;nao;train
12538;45;servicos;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;train
12539;57;empreendedor;casado;ensino_superior;desconhecido;desconhecido;desconhecido;train
12540;36;tecnico;casado;ensino_superior;nao;sim;nao;train
12541;49;administrativo;casado;desconhecido;desconhecido;nao;nao;train
12542;40;servicos;casado;basico_6_anos;desconhecido;nao;nao;train
12543;46;operario;casado;basico_9_anos;nao;sim;nao;train
12544;29;tecnico;casado;curso_profissionalizante;nao;sim;nao;train
12545;43;servicos;casado;curso_profissionalizante;nao;sim;nao;train
12546;40;administrativo;solteiro;ensino_superior;desconhecido;nao;nao;train
12547;28;administrativo;solteiro;ensino_medio;nao;nao;nao;validation
12548;40;servicos;casado;ensino_medio;nao;nao;sim;train
12549;53;empreendedor;solteiro;basico_9_anos;nao;nao;nao;test
12550;51;operario;casado;ensino_medio;nao;nao;nao;train
12551;58;operario;casado;basico_4_anos;desconhecido;sim;nao;train
12552;35;tecnico;casado;basico_9_anos;nao;sim;nao;train
12553;27;administrativo;solteiro;ensino_medio;desconhecido;nao;nao;train
12554;41;empreendedor;casado;basico_4_anos;nao;sim;nao;train
12555;48;operario;casado;basico_4_anos;nao;nao;nao;test
12556;33;gestao;casado;ensino_superior;nao;sim;nao;train
12557;40;operario;casado;basico_9_anos;desconhecido;sim;nao;train
12558;52;empreendedor;casado;ensino_superior;nao;sim;nao;test
12559;41;empreendedor;casado;basico_4_anos;nao;nao;nao;train
12560;34;servicos;casado;basico_9_anos;desconhecido;nao;nao;train
12561;34;servicos;casado;basico_9_anos;desconhecido;sim;nao;validation
12562;46;administrativo;casado;ensino_superior;nao;nao;nao;train
12563;35;operario;solteiro;basico_6_anos;desconhecido;sim;nao;train
12564;55;aposentado;divorciado_ou_viuvo;ensino_medio;desconhecido;nao;nao;test
12565;30;tecnico;solteiro;ensino_medio;nao;sim;nao;train
12566;37;gestao;casado;ensino_medio;nao;sim;nao;train
12567;50;gestao;casado;ensino_superior;nao;sim;nao;train
12568;33;operario;casado;basico_9_anos;nao;nao;nao;test
12569;55;administrativo;divorciado_ou_viuvo;ensino_superior;desconhecido;sim;nao;train
12570;34;operario;casado;basico_9_anos;nao;nao;nao;train
12571;37;tecnico;solteiro;ensino_medio;desconhecido;nao;nao;validation
12572;48;operario;casado;basico_9_anos;desconhecido;nao;nao;train
12573;24;servicos;casado;ensino_medio;nao;sim;nao;test
12574;31;administrativo;casado;ensino_superior;nao;sim;nao;train
12575;34;operario;divorciado_ou_viuvo;basico_4_anos;desconhecido;sim;nao;train
12576;43;empreendedor;casado;ensino_superior;nao;sim;nao;train
12577;29;servicos;solteiro;ensino_superior;nao;nao;nao;test
12578;33;operario;casado;basico_9_anos;nao;nao;sim;train
12579;39;administrativo;casado;ensino_medio;desconhecido;sim;nao;validation
12580;36;empreendedor;casado;ensino_medio;nao;nao;nao;train
12581;36;administrativo;casado;ensino_superior;nao;nao;nao;train
12582;52;empreendedor;casado;basico_9_anos;desconhecido;sim;nao;train
12583;42;administrativo;casado;ensino_superior;nao;sim;sim;train
12584;52;operario;casado;basico_9_anos;nao;nao;nao;train
12585;45;tecnico;casado;desconhecido;desconhecido;sim;nao;train
12586;39;autonomo;casado;ensino_superior;nao;nao;nao;train
12587;44;empreendedor;casado;basico_6_anos;desconhecido;nao;nao;train
12588;60;aposentado;casado;ensino_medio;nao;nao;nao;train
12589;41;administrativo;divorciado_ou_viuvo;basico_6_anos;nao;nao;nao;train
12590;36;tecnico;casado;basico_6_anos;nao;sim;nao;train
12591;31;servicos;casado;ensino_medio;nao;sim;nao;train
12592;39;autonomo;solteiro;basico_9_anos;desconhecido;sim;nao;train
12593;50;desconhecido;casado;basico_4_anos;desconhecido;sim;nao;train
12594;33;administrativo;casado;curso_profissionalizante;nao;nao;nao;test
12595;36;administrativo;casado;ensino_medio;nao;sim;nao;train
12596;34;tecnico;casado;curso_profissionalizante;nao;nao;nao;validation
12597;50;empreendedor;casado;ensino_superior;nao;sim;nao;validation
12598;29;servicos;solteiro;ensino_medio;nao;sim;nao;train
12599;28;servicos;solteiro;ensino_medio;nao;sim;nao;train
12600;46;operario;casado;basico_9_anos;nao;sim;nao;train
12601;23;servicos;solteiro;ensino_medio;nao;nao;nao;validation
12602;31;administrativo;solteiro;ensino_medio;nao;nao;nao;train
12603;23;servicos;solteiro;ensino_medio;nao;nao;nao;train
12604;31;administrativo;casado;ensino_superior;nao;nao;nao;train
12605;36;servicos;casado;ensino_medio;desconhecido;nao;nao;validation
12606;50;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
12607;47;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
12608;59;aposentado;casado;ensino_superior;desconhecido;nao;nao;train
12609;32;tecnico;casado;curso_profissionalizante;nao;nao;nao;test
12610;42;administrativo;casado;ensino_superior;nao;sim;nao;train
12611;49;operario;casado;desconhecido;desconhecido;desconhecido;desconhecido;validation
12612;38;trabalhador_domestico;solteiro;basico_4_anos;desconhecido;nao;nao;test
12613;36;autonomo;casado;curso_profissionalizante;desconhecido;nao;sim;train
12614;42;tecnico;divorciado_ou_viuvo;basico_9_anos;nao;sim;nao;validation
12615;44;desconhecido;solteiro;basico_9_anos;desconhecido;nao;nao;train
12616;27;administrativo;casado;ensino_medio;nao;sim;nao;train
12617;40;administrativo;solteiro;ensino_superior;nao;sim;nao;test
12618;25;administrativo;solteiro;ensino_medio;nao;nao;nao;train
12619;25;operario;solteiro;ensino_medio;nao;nao;nao;train
12620;25;administrativo;casado;ensino_medio;nao;nao;nao;train
12621;43;operario;casado;basico_9_anos;nao;sim;nao;train
12622;37;gestao;casado;ensino_superior;desconhecido;nao;nao;train
12623;25;administrativo;divorciado_ou_viuvo;curso_profissionalizante;nao;nao;nao;train
12624;28;tecnico;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;test
12625;32;administrativo;solteiro;ensino_superior;nao;nao;nao;validation
12626;52;operario;casado;basico_9_anos;nao;sim;nao;validation
12627;51;operario;divorciado_ou_viuvo;basico_9_anos;nao;nao;nao;train
12628;41;servicos;casado;basico_9_anos;nao;nao;nao;test
12629;33;empreendedor;solteiro;curso_profissionalizante;nao;nao;nao;train
12630;38;desempregado;casado;ensino_medio;nao;nao;nao;test
12631;30;operario;solteiro;basico_9_anos;nao;nao;nao;test
12632;31;administrativo;casado;ensino_medio;nao;nao;nao;train
12633;42;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;test
12634;24;servicos;solteiro;ensino_medio;nao;nao;nao;train
12635;49;tecnico;casado;curso_profissionalizante;nao;sim;sim;validation
12636;59;operario;casado;basico_9_anos;desconhecido;sim;nao;test
12637;34;gestao;solteiro;ensino_medio;nao;nao;nao;train
12638;39;operario;casado;curso_profissionalizante;nao;nao;nao;validation
12639;31;administrativo;solteiro;ensino_superior;nao;desconhecido;desconhecido;train
12640;35;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
12641;43;empreendedor;casado;basico_4_anos;nao;nao;nao;train
12642;31;administrativo;casado;basico_9_anos;nao;sim;nao;train
12643;54;servicos;casado;ensino_medio;desconhecido;sim;nao;validation
12644;36;operario;casado;basico_6_anos;desconhecido;sim;nao;test
12645;33;servicos;divorciado_ou_viuvo;desconhecido;nao;nao;sim;test
12646;47;operario;casado;basico_4_anos;nao;nao;nao;train
12647;56;trabalhador_domestico;casado;basico_4_anos;nao;nao;sim;train
12648;37;operario;solteiro;basico_6_anos;nao;sim;sim;train
12649;35;operario;solteiro;desconhecido;nao;sim;nao;train
12650;37;tecnico;casado;curso_profissionalizante;desconhecido;nao;nao;test
12651;33;administrativo;casado;ensino_superior;nao;sim;nao;test
12652;38;tecnico;casado;curso_profissionalizante;desconhecido;nao;nao;validation
12653;28;operario;casado;ensino_medio;nao;sim;nao;train
12654;36;operario;casado;curso_profissionalizante;nao;sim;nao;validation
12655;39;administrativo;casado;ensino_medio;nao;sim;nao;train
12656;42;operario;casado;basico_4_anos;nao;nao;nao;train
12657;31;tecnico;casado;ensino_medio;nao;nao;nao;train
12658;37;operario;solteiro;ensino_medio;nao;sim;nao;validation
12659;46;desempregado;divorciado_ou_viuvo;curso_profissionalizante;desconhecido;sim;nao;train
12660;39;servicos;casado;basico_9_anos;nao;nao;sim;validation
12661;52;desempregado;casado;desconhecido;nao;sim;nao;train
12662;28;operario;casado;basico_9_anos;nao;sim;sim;train
12663;38;operario;casado;desconhecido;desconhecido;nao;nao;train
12664;51;operario;casado;desconhecido;desconhecido;sim;nao;train
12665;43;operario;casado;basico_4_anos;desconhecido;sim;nao;validation
12666;42;gestao;divorciado_ou_viuvo;ensino_superior;desconhecido;nao;nao;test
12667;31;administrativo;casado;ensino_medio;nao;nao;nao;train
12668;43;administrativo;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;train
12669;39;servicos;casado;basico_9_anos;nao;sim;nao;train
12670;38;administrativo;casado;curso_profissionalizante;nao;nao;nao;train
12671;26;desempregado;solteiro;basico_9_anos;nao;sim;sim;train
12672;35;gestao;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;validation
12673;35;administrativo;solteiro;ensino_superior;nao;sim;nao;train
12674;34;tecnico;solteiro;curso_profissionalizante;desconhecido;sim;nao;train
12675;31;operario;casado;ensino_medio;nao;sim;nao;test
12676;29;administrativo;solteiro;desconhecido;nao;sim;nao;train
12677;36;administrativo;casado;ensino_medio;nao;nao;nao;test
12678;32;administrativo;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;test
12679;35;administrativo;solteiro;ensino_superior;nao;sim;nao;test
12680;33;operario;solteiro;basico_6_anos;nao;nao;sim;train
12681;50;administrativo;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;train
12682;48;operario;casado;basico_6_anos;nao;sim;nao;validation
12683;26;operario;casado;basico_9_anos;nao;sim;nao;train
12684;39;administrativo;divorciado_ou_viuvo;basico_9_anos;nao;sim;nao;validation
12685;35;operario;casado;curso_profissionalizante;nao;sim;nao;train
12686;47;operario;casado;basico_4_anos;desconhecido;sim;sim;train
12687;48;operario;casado;basico_4_anos;nao;desconhecido;desconhecido;train
12688;46;operario;casado;basico_6_anos;desconhecido;nao;nao;train
12689;44;operario;solteiro;ensino_medio;nao;sim;sim;test
12690;34;operario;casado;basico_9_anos;nao;nao;sim;validation
12691;36;servicos;divorciado_ou_viuvo;ensino_superior;nao;nao;nao;train
12692;34;administrativo;casado;ensino_superior;nao;nao;nao;train
12693;37;tecnico;solteiro;ensino_superior;nao;nao;nao;train
12694;44;operario;divorciado_ou_viuvo;basico_6_anos;desconhecido;nao;sim;test
12695;50;administrativo;casado;ensino_medio;desconhecido;sim;nao;validation
12696;31;servicos;solteiro;ensino_medio;nao;nao;nao;validation
12697;48;administrativo;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;train
12698;40;gestao;casado;ensino_superior;desconhecido;sim;nao;train
12699;42;administrativo;casado;ensino_medio;desconhecido;sim;nao;train
12700;37;tecnico;solteiro;ensino_superior;nao;sim;nao;train
12701;42;empreendedor;casado;ensino_medio;nao;sim;nao;train
12702;24;desempregado;solteiro;ensino_medio;nao;sim;nao;train
12703;36;tecnico;casado;ensino_superior;nao;nao;nao;train
12704;41;operario;casado;desconhecido;desconhecido;sim;nao;validation
12705;52;trabalhador_domestico;casado;basico_4_anos;nao;sim;nao;train
12706;50;trabalhador_domestico;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;test
12707;25;servicos;solteiro;ensino_medio;nao;nao;nao;test
12708;42;administrativo;solteiro;ensino_superior;desconhecido;sim;nao;train
12709;40;servicos;casado;ensino_medio;nao;sim;nao;train
12710;53;servicos;casado;ensino_medio;nao;nao;nao;train
12711;55;tecnico;casado;curso_profissionalizante;desconhecido;nao;nao;train
12712;30;operario;solteiro;basico_4_anos;nao;nao;nao;test
12713;45;gestao;casado;ensino_superior;desconhecido;nao;nao;train
12714;37;servicos;casado;ensino_medio;nao;nao;nao;train
12715;31;servicos;casado;ensino_medio;nao;nao;nao;train
12716;25;administrativo;solteiro;ensino_medio;desconhecido;nao;nao;train
12717;60;gestao;casado;desconhecido;desconhecido;nao;nao;train
12718;28;empreendedor;casado;basico_4_anos;desconhecido;nao;nao;train
12719;35;operario;solteiro;desconhecido;nao;sim;nao;test
12720;44;administrativo;casado;ensino_medio;nao;sim;nao;train
12721;30;tecnico;casado;curso_profissionalizante;nao;sim;nao;train
12722;44;administrativo;casado;ensino_medio;nao;sim;nao;train
12723;44;administrativo;casado;ensino_medio;nao;sim;nao;train
12724;38;tecnico;casado;curso_profissionalizante;nao;sim;nao;validation
12725;33;tecnico;casado;curso_profissionalizante;nao;sim;nao;test
12726;41;administrativo;casado;ensino_medio;nao;nao;sim;train
12727;31;empreendedor;solteiro;basico_9_anos;nao;nao;nao;train
12728;31;administrativo;casado;ensino_superior;nao;nao;sim;train
12729;26;tecnico;casado;curso_profissionalizante;nao;nao;nao;test
12730;44;trabalhador_domestico;casado;ensino_medio;nao;sim;sim;train
12731;33;operario;casado;basico_4_anos;nao;nao;nao;train
12732;48;tecnico;casado;desconhecido;desconhecido;sim;nao;validation
12733;52;administrativo;divorciado_ou_viuvo;ensino_superior;desconhecido;nao;nao;train
12734;52;administrativo;divorciado_ou_viuvo;ensino_superior;desconhecido;nao;nao;test
12735;49;trabalhador_domestico;casado;basico_4_anos;desconhecido;sim;nao;train
12736;57;administrativo;casado;basico_4_anos;desconhecido;sim;nao;train
12737;31;operario;solteiro;basico_9_anos;nao;sim;nao;train
12738;25;servicos;casado;ensino_medio;nao;sim;nao;train
12739;25;servicos;casado;ensino_medio;nao;nao;nao;train
12740;25;servicos;casado;ensino_medio;nao;nao;nao;train
12741;55;servicos;divorciado_ou_viuvo;ensino_medio;desconhecido;sim;sim;train
12742;50;empreendedor;casado;desconhecido;desconhecido;sim;sim;train
12743;32;servicos;casado;basico_9_anos;nao;nao;nao;test
12744;32;servicos;casado;ensino_medio;nao;nao;nao;train
12745;52;administrativo;divorciado_ou_viuvo;ensino_superior;desconhecido;sim;nao;train
12746;46;operario;casado;basico_6_anos;desconhecido;sim;nao;train
12747;56;desempregado;divorciado_ou_viuvo;curso_profissionalizante;nao;nao;nao;train
12748;26;operario;solteiro;basico_9_anos;nao;sim;nao;train
12749;29;administrativo;solteiro;ensino_medio;nao;sim;nao;train
12750;34;administrativo;casado;ensino_superior;nao;sim;nao;train
12751;30;servicos;casado;ensino_medio;nao;sim;nao;validation
12752;34;administrativo;casado;ensino_superior;nao;sim;nao;test
12753;30;administrativo;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;train
12754;31;servicos;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;train
12755;49;servicos;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;train
12756;33;tecnico;casado;curso_profissionalizante;desconhecido;sim;nao;train
12757;31;administrativo;solteiro;basico_9_anos;desconhecido;sim;nao;train
12758;48;servicos;divorciado_ou_viuvo;ensino_medio;nao;sim;sim;train
12759;27;servicos;solteiro;ensino_medio;desconhecido;nao;nao;train
12760;42;desempregado;casado;ensino_superior;desconhecido;sim;nao;test
12761;56;servicos;casado;basico_4_anos;desconhecido;nao;nao;validation
12762;38;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;train
12763;48;operario;casado;basico_6_anos;desconhecido;sim;nao;train
12764;33;operario;casado;basico_6_anos;desconhecido;sim;nao;train
12765;38;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;train
12766;60;administrativo;casado;ensino_medio;desconhecido;sim;nao;train
12767;35;tecnico;casado;ensino_medio;desconhecido;sim;nao;validation
12768;56;servicos;casado;basico_4_anos;desconhecido;nao;nao;train
12769;60;administrativo;casado;ensino_medio;desconhecido;nao;nao;train
12770;60;administrativo;casado;ensino_medio;desconhecido;nao;nao;train
12771;40;servicos;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;train
12772;57;administrativo;casado;curso_profissionalizante;nao;sim;nao;train
12773;32;administrativo;solteiro;ensino_superior;nao;sim;nao;test
12774;29;empreendedor;casado;ensino_superior;nao;nao;nao;validation
12775;31;administrativo;solteiro;ensino_medio;nao;sim;nao;train
12776;36;tecnico;solteiro;desconhecido;nao;nao;nao;train
12777;55;servicos;casado;basico_6_anos;desconhecido;nao;nao;train
12778;36;tecnico;solteiro;desconhecido;nao;nao;nao;train
12779;34;administrativo;casado;curso_profissionalizante;nao;nao;sim;train
12780;32;operario;solteiro;ensino_medio;nao;sim;nao;validation
12781;32;operario;solteiro;basico_4_anos;desconhecido;nao;nao;train
12782;38;administrativo;casado;ensino_medio;desconhecido;nao;nao;train
12783;26;administrativo;casado;ensino_medio;nao;sim;sim;train
12784;43;administrativo;casado;ensino_superior;nao;sim;sim;train
12785;34;administrativo;casado;ensino_superior;nao;nao;sim;train
12786;39;gestao;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;train
12787;43;administrativo;casado;ensino_superior;nao;nao;nao;validation
12788;38;administrativo;casado;ensino_medio;desconhecido;nao;nao;validation
12789;33;autonomo;solteiro;curso_profissionalizante;nao;sim;nao;train
12790;43;administrativo;casado;ensino_superior;nao;nao;nao;train
12791;43;administrativo;casado;ensino_superior;nao;sim;sim;train
12792;33;servicos;solteiro;ensino_medio;nao;sim;nao;validation
12793;42;gestao;casado;basico_6_anos;desconhecido;sim;nao;train
12794;26;operario;casado;basico_9_anos;desconhecido;nao;nao;test
12795;24;administrativo;casado;ensino_medio;nao;nao;nao;train
12796;32;tecnico;casado;curso_profissionalizante;nao;nao;nao;train
