event_id;idade;profissao;estado_civil;escolaridade;inadimplencia;financiamento_habitacional;emprestimo_pessoal;canal_contato;mes_contato;dia_semana;duracao_contato;contatos_campanha_atual;dias_desde_ultimo_contato;contatos_campanhas_anteriores;resultado_campanha_anterior;taxa_variacao_emprego;indice_precos_consumidor;indice_confianca_consumidor;euribor_3_meses;numero_empregados;resultado
13207;28;servicos;solteiro;ensino_medio;nao;sim;nao;celular;jul;qua;85;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13208;32;operario;casado;basico_4_anos;desconhecido;nao;nao;celular;jul;qua;285;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13209;31;gestao;solteiro;ensino_superior;nao;sim;sim;celular;jul;qua;61;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13210;39;empreendedor;divorciado_ou_viuvo;basico_4_anos;nao;nao;nao;celular;jul;qua;174;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13211;49;operario;casado;basico_4_anos;desconhecido;sim;nao;celular;jul;qua;42;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13212;44;desempregado;casado;basico_9_anos;desconhecido;nao;nao;celular;jul;qua;92;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13213;40;administrativo;casado;curso_profissionalizante;nao;nao;nao;celular;jul;qua;130;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13214;30;operario;casado;ensino_medio;desconhecido;sim;nao;celular;jul;qua;44;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13215;30;operario;casado;ensino_medio;desconhecido;nao;nao;celular;jul;qua;145;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13216;31;administrativo;casado;ensino_superior;nao;nao;nao;telefone;jul;qua;238;8;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13217;36;administrativo;casado;ensino_superior;nao;sim;sim;celular;jul;qua;160;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13218;31;gestao;solteiro;ensino_superior;nao;nao;nao;celular;jul;qua;645;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;1
13219;32;operario;casado;basico_4_anos;desconhecido;nao;sim;telefone;jul;qua;990;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;1
13220;31;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;desconhecido;desconhecido;celular;jul;qua;254;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13221;31;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;nao;nao;celular;jul;qua;64;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13222;24;operario;solteiro;basico_4_anos;nao;nao;nao;celular;jul;qua;115;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13223;44;desempregado;casado;basico_9_anos;desconhecido;nao;sim;celular;jul;qua;113;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13224;31;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;sim;nao;celular;jul;qua;662;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;1
13225;31;tecnico;divorciado_ou_viuvo;curso_profissionalizante;nao;sim;nao;celular;jul;qua;625;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;1
13226;28;tecnico;casado;ensino_superior;nao;sim;nao;celular;jul;qua;126;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13227;44;desempregado;casado;basico_9_anos;desconhecido;sim;nao;celular;jul;qua;189;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13228;31;operario;casado;basico_9_anos;nao;sim;nao;celular;jul;qua;124;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13229;28;tecnico;casado;ensino_superior;nao;sim;nao;celular;jul;qua;321;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13230;37;tecnico;solteiro;curso_profissionalizante;desconhecido;nao;nao;celular;jul;qua;482;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13231;26;operario;solteiro;basico_4_anos;nao;sim;sim;celular;jul;qua;215;3;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13232;34;operario;casado;basico_6_anos;desconhecido;nao;nao;celular;jul;qua;727;3;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;1
13233;55;administrativo;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;celular;jul;qua;189;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13234;55;administrativo;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;celular;jul;qua;127;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13235;32;tecnico;casado;ensino_superior;nao;sim;nao;telefone;jul;qua;196;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13236;45;operario;divorciado_ou_viuvo;basico_4_anos;nao;nao;nao;celular;jul;qua;87;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13237;45;operario;divorciado_ou_viuvo;basico_4_anos;nao;sim;nao;celular;jul;qua;112;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13238;43;administrativo;casado;ensino_superior;desconhecido;sim;nao;celular;jul;qua;290;13;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13239;33;administrativo;casado;ensino_medio;nao;sim;nao;celular;jul;qua;310;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13240;52;aposentado;casado;curso_profissionalizante;nao;sim;nao;celular;jul;qua;389;5;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13241;45;operario;divorciado_ou_viuvo;basico_4_anos;nao;sim;nao;celular;jul;qua;294;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13242;28;operario;solteiro;curso_profissionalizante;nao;sim;nao;celular;jul;qua;611;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13243;23;operario;casado;basico_9_anos;desconhecido;sim;nao;celular;jul;qua;259;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13244;37;operario;solteiro;basico_4_anos;nao;sim;sim;celular;jul;qua;156;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13245;52;operario;divorciado_ou_viuvo;basico_9_anos;nao;sim;nao;celular;jul;qua;275;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13246;33;administrativo;solteiro;ensino_superior;nao;sim;sim;celular;jul;qua;143;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13247;44;tecnico;casado;ensino_medio;nao;nao;nao;celular;jul;qua;92;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13248;44;tecnico;casado;ensino_medio;nao;sim;nao;celular;jul;qua;82;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13249;52;gestao;casado;curso_profissionalizante;nao;nao;nao;celular;jul;qua;222;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13250;26;tecnico;casado;ensino_superior;nao;sim;nao;celular;jul;qua;175;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13251;36;administrativo;divorciado_ou_viuvo;ensino_medio;nao;sim;sim;celular;jul;qua;148;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13252;26;operario;casado;basico_9_anos;nao;nao;nao;celular;jul;qua;366;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13253;34;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jul;qua;138;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13254;49;operario;solteiro;basico_4_anos;desconhecido;nao;nao;celular;jul;qua;121;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13255;34;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jul;qua;337;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13256;46;trabalhador_domestico;casado;basico_4_anos;nao;nao;nao;celular;jul;qua;236;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13257;41;operario;casado;basico_4_anos;nao;sim;nao;telefone;jul;qua;52;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13258;42;operario;casado;basico_9_anos;desconhecido;sim;nao;celular;jul;qua;90;10;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13259;51;administrativo;casado;ensino_superior;nao;sim;nao;celular;jul;qua;426;3;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;1
13260;29;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;jul;qua;332;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13261;40;operario;casado;basico_4_anos;desconhecido;desconhecido;desconhecido;telefone;jul;qua;135;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13262;47;operario;casado;basico_4_anos;nao;nao;nao;celular;jul;qua;127;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13263;31;operario;casado;basico_9_anos;nao;sim;nao;celular;jul;qua;72;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13264;31;operario;casado;basico_9_anos;nao;nao;nao;celular;jul;qua;186;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13265;31;trabalhador_domestico;casado;basico_9_anos;nao;sim;nao;celular;jul;qua;219;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13266;50;administrativo;solteiro;ensino_medio;nao;sim;nao;celular;jul;qua;180;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13267;25;operario;solteiro;basico_9_anos;desconhecido;sim;nao;celular;jul;qua;111;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13268;26;administrativo;casado;ensino_medio;nao;sim;sim;celular;jul;qua;273;5;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13269;22;estudante;solteiro;ensino_medio;nao;nao;sim;celular;jul;qua;349;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13270;31;operario;casado;basico_9_anos;nao;sim;nao;celular;jul;qua;590;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;1
13271;32;tecnico;solteiro;ensino_superior;nao;nao;sim;celular;jul;qua;90;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13272;31;administrativo;solteiro;ensino_medio;nao;nao;nao;celular;jul;qua;96;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13273;43;administrativo;casado;ensino_superior;nao;sim;nao;celular;jul;qua;899;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13274;41;operario;solteiro;basico_4_anos;desconhecido;desconhecido;desconhecido;celular;jul;qua;72;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13275;40;desempregado;casado;ensino_superior;desconhecido;sim;nao;celular;jul;qua;113;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13276;40;desempregado;casado;ensino_superior;desconhecido;sim;nao;telefone;jul;qua;54;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13277;31;operario;casado;basico_9_anos;nao;sim;nao;celular;jul;qua;1121;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;1
13278;36;administrativo;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;celular;jul;qua;81;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13279;55;aposentado;casado;basico_9_anos;desconhecido;desconhecido;desconhecido;celular;jul;qua;628;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13280;44;administrativo;casado;ensino_medio;nao;sim;nao;celular;jul;qua;118;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13281;23;desempregado;solteiro;ensino_superior;nao;sim;nao;celular;jul;qua;119;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13282;26;operario;solteiro;basico_9_anos;nao;nao;nao;celular;jul;qua;1139;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;1
13283;44;administrativo;casado;ensino_medio;nao;sim;nao;celular;jul;qua;97;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13284;29;servicos;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;celular;jul;qua;171;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13285;25;trabalhador_domestico;solteiro;ensino_medio;nao;nao;nao;celular;jul;qua;1156;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13286;54;gestao;casado;ensino_superior;nao;nao;nao;celular;jul;qua;71;6;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13287;26;administrativo;solteiro;ensino_medio;nao;sim;sim;celular;jul;qua;668;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13288;52;servicos;casado;ensino_medio;nao;nao;nao;celular;jul;qua;183;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13289;29;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;jul;qua;128;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13290;50;administrativo;solteiro;ensino_medio;nao;sim;nao;celular;jul;qua;171;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13291;32;administrativo;solteiro;ensino_superior;nao;nao;nao;celular;jul;qua;76;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13292;32;administrativo;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;celular;jul;qua;89;3;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13293;29;servicos;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;celular;jul;qua;188;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13294;44;administrativo;casado;ensino_medio;nao;nao;nao;celular;jul;qua;869;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;1
13295;24;servicos;solteiro;ensino_medio;nao;sim;nao;celular;jul;qua;242;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13296;28;empreendedor;casado;ensino_superior;nao;nao;nao;celular;jul;qua;98;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13297;28;empreendedor;casado;ensino_superior;nao;nao;nao;celular;jul;qua;175;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13298;39;tecnico;casado;curso_profissionalizante;nao;sim;nao;telefone;jul;qua;87;8;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13299;39;servicos;casado;basico_9_anos;nao;nao;nao;celular;jul;qua;100;5;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13300;32;tecnico;solteiro;ensino_superior;nao;sim;nao;celular;jul;qua;89;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13301;40;administrativo;casado;ensino_medio;nao;nao;sim;telefone;jul;qua;31;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13302;27;operario;casado;basico_4_anos;nao;sim;nao;celular;jul;qua;205;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13303;36;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;jul;qua;167;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13304;31;administrativo;solteiro;ensino_medio;nao;nao;nao;celular;jul;qua;108;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13305;51;gestao;casado;ensino_superior;desconhecido;sim;nao;celular;jul;qua;180;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13306;29;administrativo;casado;ensino_superior;nao;sim;nao;celular;jul;qua;31;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13307;33;administrativo;solteiro;ensino_superior;nao;sim;nao;celular;jul;qua;494;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13308;28;tecnico;solteiro;ensino_superior;nao;nao;nao;celular;jul;qua;96;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13309;41;autonomo;casado;basico_4_anos;desconhecido;nao;nao;celular;jul;qua;133;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13310;29;administrativo;casado;ensino_superior;nao;sim;nao;celular;jul;qua;161;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13311;35;gestao;casado;ensino_superior;nao;nao;nao;celular;jul;qua;130;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13312;26;servicos;casado;ensino_medio;nao;desconhecido;desconhecido;celular;jul;qua;136;6;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13313;51;trabalhador_domestico;casado;basico_4_anos;nao;nao;nao;celular;jul;qua;145;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13314;30;operario;casado;basico_9_anos;nao;nao;nao;celular;jul;qua;80;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13315;25;operario;casado;basico_9_anos;nao;nao;nao;celular;jul;qua;108;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13316;30;operario;casado;basico_9_anos;nao;sim;nao;celular;jul;qua;532;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13317;28;servicos;casado;ensino_medio;nao;sim;nao;telefone;jul;qua;145;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13318;37;operario;casado;basico_6_anos;desconhecido;nao;nao;celular;jul;qua;91;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13319;55;gestao;divorciado_ou_viuvo;basico_6_anos;desconhecido;sim;sim;celular;jul;qua;124;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13320;37;operario;casado;basico_6_anos;desconhecido;sim;nao;celular;jul;qua;279;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13321;37;operario;casado;basico_6_anos;desconhecido;nao;sim;celular;jul;qua;143;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13322;28;operario;casado;basico_4_anos;desconhecido;nao;sim;celular;jul;qua;98;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13323;39;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;jul;qua;178;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13324;44;trabalhador_domestico;casado;basico_4_anos;desconhecido;sim;nao;celular;jul;qua;103;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13325;45;autonomo;casado;basico_9_anos;nao;sim;nao;celular;jul;qua;71;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13326;28;servicos;solteiro;ensino_superior;nao;sim;nao;celular;jul;qua;90;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13327;34;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;jul;qua;144;5;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13328;45;autonomo;casado;basico_9_anos;nao;sim;sim;celular;jul;qua;332;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13329;30;administrativo;casado;ensino_superior;nao;sim;nao;telefone;jul;qua;693;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13330;39;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;jul;qua;225;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13331;56;operario;casado;curso_profissionalizante;nao;sim;nao;celular;jul;qua;289;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13332;26;operario;solteiro;basico_9_anos;nao;sim;sim;telefone;jul;qua;224;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13333;37;empreendedor;divorciado_ou_viuvo;ensino_superior;nao;sim;nao;celular;jul;qua;224;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13334;34;operario;solteiro;ensino_medio;nao;nao;nao;celular;jul;qua;118;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13335;37;empreendedor;divorciado_ou_viuvo;ensino_superior;nao;nao;sim;celular;jul;qua;362;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13336;29;gestao;solteiro;ensino_medio;nao;sim;nao;celular;jul;qua;125;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13337;27;administrativo;casado;ensino_superior;nao;nao;nao;telefone;jul;qua;672;6;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13338;26;gestao;solteiro;ensino_superior;desconhecido;sim;nao;celular;jul;qua;124;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13339;30;operario;casado;basico_9_anos;nao;sim;nao;celular;jul;qua;219;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13340;32;administrativo;solteiro;ensino_medio;nao;sim;nao;celular;jul;qua;192;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13341;45;tecnico;casado;curso_profissionalizante;nao;sim;nao;celular;jul;qua;160;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13342;39;administrativo;divorciado_ou_viuvo;ensino_medio;desconhecido;sim;nao;celular;jul;qua;77;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13343;29;administrativo;solteiro;ensino_medio;nao;sim;nao;celular;jul;qua;360;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13344;30;operario;casado;basico_9_anos;nao;nao;sim;celular;jul;qua;173;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13345;39;trabalhador_domestico;casado;basico_4_anos;nao;nao;nao;celular;jul;qua;94;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13346;39;trabalhador_domestico;casado;basico_4_anos;nao;nao;nao;celular;jul;qua;102;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13347;33;servicos;casado;ensino_medio;desconhecido;sim;sim;celular;jul;qua;172;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13348;45;operario;divorciado_ou_viuvo;curso_profissionalizante;desconhecido;nao;nao;celular;jul;qua;176;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13349;45;operario;divorciado_ou_viuvo;curso_profissionalizante;desconhecido;sim;nao;celular;jul;qua;74;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13350;34;autonomo;solteiro;ensino_superior;nao;sim;nao;celular;jul;qua;378;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13351;26;servicos;solteiro;ensino_superior;nao;sim;nao;celular;jul;qua;70;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13352;35;tecnico;solteiro;ensino_medio;nao;sim;nao;celular;jul;qua;294;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13353;39;servicos;casado;basico_6_anos;desconhecido;sim;nao;telefone;jul;qua;183;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13354;52;trabalhador_domestico;casado;basico_4_anos;nao;nao;nao;celular;jul;qua;728;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13355;25;servicos;solteiro;ensino_medio;nao;nao;nao;celular;jul;qua;643;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13356;36;administrativo;divorciado_ou_viuvo;ensino_medio;nao;sim;nao;celular;jul;qua;111;4;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13357;39;administrativo;casado;basico_9_anos;desconhecido;nao;nao;celular;jul;qua;131;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13358;36;administrativo;casado;ensino_superior;nao;sim;nao;celular;jul;qua;203;3;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13359;39;administrativo;casado;basico_9_anos;desconhecido;nao;nao;celular;jul;qua;108;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13360;39;empreendedor;divorciado_ou_viuvo;basico_4_anos;nao;sim;sim;celular;jul;qua;1317;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13361;49;servicos;casado;ensino_medio;nao;nao;nao;celular;jul;qua;313;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13362;41;administrativo;divorciado_ou_viuvo;ensino_medio;nao;nao;nao;celular;jul;qua;364;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13363;24;tecnico;solteiro;curso_profissionalizante;nao;sim;nao;celular;jul;qua;171;5;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13364;29;tecnico;casado;curso_profissionalizante;nao;nao;nao;celular;jul;qua;290;2;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13365;60;desconhecido;casado;basico_4_anos;desconhecido;sim;nao;celular;jul;qua;659;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13366;42;operario;casado;basico_6_anos;nao;sim;nao;celular;jul;qua;77;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13367;42;desempregado;casado;ensino_medio;nao;nao;nao;celular;jul;qua;140;3;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13368;40;servicos;casado;ensino_medio;nao;nao;nao;celular;jul;qua;83;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13369;34;operario;casado;basico_4_anos;nao;sim;nao;celular;jul;qua;87;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13370;38;operario;solteiro;ensino_superior;nao;nao;nao;celular;jul;qua;176;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13371;29;empreendedor;casado;curso_profissionalizante;nao;nao;nao;celular;jul;qua;736;4;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13372;38;operario;solteiro;ensino_superior;nao;sim;nao;celular;jul;qua;458;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13373;34;operario;casado;basico_4_anos;nao;nao;nao;celular;jul;qua;384;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13374;28;tecnico;solteiro;ensino_superior;nao;sim;nao;celular;jul;qua;174;7;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13375;33;administrativo;solteiro;ensino_superior;nao;sim;nao;telefone;jul;qua;161;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13376;36;operario;casado;ensino_medio;nao;sim;nao;celular;jul;qua;295;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13377;32;autonomo;solteiro;ensino_superior;nao;nao;nao;celular;jul;qua;312;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13378;34;gestao;casado;ensino_superior;desconhecido;nao;nao;celular;jul;qua;90;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13379;29;servicos;solteiro;ensino_medio;nao;sim;nao;telefone;jul;qua;206;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13380;38;servicos;casado;ensino_medio;desconhecido;nao;nao;telefone;jul;qua;304;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13381;57;operario;casado;basico_9_anos;nao;nao;nao;telefone;jul;qua;49;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
13382;27;operario;solteiro;basico_9_anos;nao;sim;nao;celular;jul;qua;181;1;999;0;inexistente;1.4;93.918;-42.7;4.962;5228.1;0
