event_id;mes_contato;dia_semana;resultado_campanha_anterior;dias_desde_ultimo_contato;contatos_campanhas_anteriores;tentativas_anteriores_campanha_atual;taxa_variacao_emprego;indice_precos_consumidor;indice_confianca_consumidor;euribor_3_meses;numero_empregados;nunca_contatado_anteriormente;canal_contato;resultado
4738;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
4739;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4741;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4742;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4743;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4746;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4747;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4749;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4751;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4755;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4756;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4760;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4761;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4763;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4766;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4767;mai;qua;inexistente;;0;7;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4768;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4770;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
4773;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4774;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4775;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4777;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4778;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4780;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4781;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4782;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4784;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4785;mai;qua;inexistente;;0;6;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4788;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4789;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4792;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4794;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
4799;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4800;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4801;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4804;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4805;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4807;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4809;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4810;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4811;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4812;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4813;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4814;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4816;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4818;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4819;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4820;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4821;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4822;mai;qua;inexistente;;0;8;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4824;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4825;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4827;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4828;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4829;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4831;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4832;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4833;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4834;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4836;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4837;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4839;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4841;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4842;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4844;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4845;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4846;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4847;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4848;mai;qua;inexistente;;0;11;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4852;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
4854;mai;qua;inexistente;;0;4;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4855;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4856;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4857;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4858;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4859;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4860;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4861;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4862;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4863;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4864;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4865;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4869;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4870;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4871;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4872;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4873;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
4876;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4878;mai;qua;inexistente;;0;11;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4879;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4880;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4882;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4883;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4884;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4885;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4886;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4887;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4888;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4889;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4890;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4892;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4893;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4894;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4895;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4897;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4898;mai;qua;inexistente;;0;25;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4899;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4900;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
4903;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
4904;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4905;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
4907;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4908;mai;qua;inexistente;;0;4;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4910;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4913;mai;qua;inexistente;;0;7;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4914;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4916;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4917;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4918;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4920;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4921;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4922;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4924;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4925;mai;qua;inexistente;;0;4;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4927;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4929;mai;qua;inexistente;;0;6;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4931;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4932;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4933;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4934;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4935;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4937;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4939;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4940;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4942;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4943;mai;qua;inexistente;;0;10;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4945;mai;qua;inexistente;;0;13;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4946;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4947;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4948;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4951;mai;qua;inexistente;;0;4;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4953;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4954;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4956;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4958;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4959;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4960;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4962;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4963;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4965;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4967;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4968;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4970;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4971;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4972;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4974;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4975;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4977;mai;qua;inexistente;;0;12;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4978;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4979;mai;qua;inexistente;;0;14;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4980;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4982;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4983;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
4986;mai;qua;inexistente;;0;0;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4987;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4988;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4989;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4990;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4991;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4992;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4994;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4995;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4996;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4997;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4998;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
4999;mai;qua;inexistente;;0;8;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5002;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5003;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5005;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5006;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5007;mai;qua;inexistente;;0;4;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5008;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
5009;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5010;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5011;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5014;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5015;mai;qua;inexistente;;0;11;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5018;mai;qua;inexistente;;0;18;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5019;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5020;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5022;mai;qua;inexistente;;0;4;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5024;mai;qua;inexistente;;0;7;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5025;mai;qua;inexistente;;0;5;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5026;mai;qua;inexistente;;0;5;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5027;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5028;mai;qua;inexistente;;0;2;1.1;93.994;-36.4;4.858;5191.0;1;telefone;1
5029;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5030;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5031;mai;qua;inexistente;;0;9;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5032;mai;qua;inexistente;;0;5;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5033;mai;qua;inexistente;;0;3;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5034;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5037;mai;qua;inexistente;;0;1;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5038;mai;qua;inexistente;;0;7;1.1;93.994;-36.4;4.858;5191.0;1;telefone;0
5039;mai;sex;inexistente;;0;8;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5041;mai;sex;inexistente;;0;4;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5043;mai;sex;inexistente;;0;2;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5045;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5048;mai;sex;inexistente;;0;5;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5049;mai;sex;inexistente;;0;4;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5050;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5051;mai;sex;inexistente;;0;2;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5052;mai;sex;inexistente;;0;2;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5053;mai;sex;inexistente;;0;4;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5054;mai;sex;inexistente;;0;2;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5056;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5057;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;1
5058;mai;sex;inexistente;;0;2;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5059;mai;sex;inexistente;;0;8;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5060;mai;sex;inexistente;;0;2;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5063;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5064;mai;sex;inexistente;;0;3;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5065;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5068;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5069;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5071;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5073;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5074;mai;sex;inexistente;;0;4;1.1;93.994;-36.4;4.857;5191.0;1;telefone;1
5076;mai;sex;inexistente;;0;4;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5080;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5081;mai;sex;inexistente;;0;2;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5083;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5085;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;1
5086;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5087;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5088;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5089;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5093;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5097;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5100;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5101;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5102;mai;sex;inexistente;;0;3;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5104;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5105;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5106;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5107;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5108;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;1
5110;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5112;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5114;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5116;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5117;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5118;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5119;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5120;mai;sex;inexistente;;0;3;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5122;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5123;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5124;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5126;mai;sex;inexistente;;0;3;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5127;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5128;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5129;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5130;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5131;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5132;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5133;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5134;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5135;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5136;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5137;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5138;mai;sex;inexistente;;0;2;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5139;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5142;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5143;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5144;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5145;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5147;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5149;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5152;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5153;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5154;mai;sex;inexistente;;0;0;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
5155;mai;sex;inexistente;;0;1;1.1;93.994;-36.4;4.857;5191.0;1;telefone;0
